text,true_label,pred_label,probability
rt theonlyreed warm pussy,1,1,0.832102730661865
fuck talking bitch u got name mouth,1,1,0.9994053091796686
go brownie go woof woof,0,0,0.059964082718550596
popularcritic discordianslip fredrogers thought camera would steal soul shut fuck stupid twat,1,1,0.8906400787312792
one biggest hoe around really retweet,1,1,0.8870271263856927
rt ucejayy see subtweeting hoe,1,1,0.998674339408071
rt coreyemanuel rt ivyleague shat rt dirtroaddon delta smell pussy httptcolojkqmzg,1,1,0.9927205721002796
crow sock,0,0,0.03482317149201926
rt shakilaahh looooool nd best tweaking hoe vine httpstcomanqcqs,1,1,0.7264543985264182
hoe love,1,1,0.9764689686815756
rt lamborghinibow fuck hoe respect woman love lady,1,1,0.9966786207422013
gunna shake honkey tonk badonkadonks sammiboyden,0,0,0.12172840978628502
druggzz gonna bring though unless turning welt already like bubble wit pussy gotta pop itll gone,1,1,0.9190965695224225
gforgent bitch happen comin thru,1,1,0.9400284092199355
get good neck dis hoe,1,1,0.9774726889891981
bitch always trippin,1,1,0.9761655783957514
cant trust hoe fam httptcoinvrwnccv,1,1,0.9305961791946139
bitch nasty,1,1,0.9983905233338256
xenoss single af dont care youre ugly anyways pussy,1,1,0.9546054293614775
rt rmpharris told home girl bitch bet change mee,1,1,0.925926279594539
thou shall mock ryanthe futurekelly,0,0,0.02944824078443064
rt ohemmeg rt bitch thirsty hungarian,1,1,0.9979775946847023
mt dockozlowski ted cruz proud wacko bird standwithcruz keepcruzing pun,0,0,0.01915416498767932
rt headsyoulose ill write poem u hoe httptcojqpzftiw,1,1,0.9804876503883468
ploppy funny ofay mammy woulda happy made friend wit da folk dat brought u da new world chain,1,0,0.47870908639771953
get shit bitch fine bear,1,1,0.9962032227166902
eharmony informed soulmate sea doo trash bag whataburger taquitos bungeed top thx dr neil warren,0,0,0.021004656362508856
dont text mom dumb bitch,1,1,0.9869123889674737
time bed peace bitch,1,1,0.9748718069157322
wowitsdylan fuck bad bitch id rather good girl who freak time,1,1,0.9948202555807383
scoop dont read receipt bitch bitchyest bitch ever,1,1,0.9994167728639896
nabilabuamirah redneck fuck turd cutter lyinest liar district made yhe,1,1,0.925800253259631
brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,1,1,0.9546865853443388
rt byejalieesos fine dont rt little nigs mtvhottest one direction,1,1,0.8282704135981808
simonslives recordstoreday cheer dude might nip town theeditors vinyl musicmatters,0,0,0.12494058171330147
got like fuck bitch,1,1,0.9974030716627381
rt taughtyouwell boob boob boob boob lotta boob man make baddest bitch send nude httptcotzyxgvqzv,1,1,0.5321645527589723
gorgeous rtemrgencykittens calico maine coon cat httptcojalylhf,0,0,0.21454572940278438
shift wont time mean time im go get mean tweeting trash,0,0,0.41027862346232136
life got ya gotta get back pimp slap hoe,1,1,0.97369570809586
shouldve fought havent popped talking u need two hit bitch please,1,1,0.838418356705163
girl hoe,0,1,0.9852119297428141
riding ooo bitch nasty,1,1,0.966330007188986
justyeahdude trickynickyh put lotion bitch as nigga,1,1,0.9998106991503749
bitch redundant,1,1,0.9999999999997478
chick look like straight took colored pencil eyebrow thatshitdoesntlookgood,1,0,0.0968415974560412
chris faggot,1,1,0.968484677489992
youre fucking retard thats gonna get fucking date raped frat tonight fun repressed memory,1,1,0.9737014921449826
conanobrien dat one ugly animal da monkey adorable,0,0,0.21114214347111274
make burger bitch httptcostvepvmzzz,1,1,0.9811645527558163
lilmenifee ohh bitch gotta go fck girl second lil family frfr,1,1,0.9198716848322281
rt chaserojo boy dumb faith boy bitch shut youre high school acting like going person marry,1,1,0.960760712059989
prefer jameis winston speak tv damn coon,1,1,0.7562590255375271
eat much pussy mustache pink,1,1,0.8988546737784345
rt keepitahunnit ya bitch got boddies act like dont count cause ya loved lmaoo,1,1,0.9903957039532728
rt myniggakushy sqquad myniggakushy sleepover come robe bitch silk,1,1,0.9923811368520816
miketattaglia happy birthday hope bitch got something good,1,1,0.9618924480253125
rt dontforgete bitch reality twisted,1,1,0.9889364338034745
rt heypoopbutt show pussy,1,1,0.9974183879892317
somebody please choke fucking retard keep yelling mashed potato tool pgachampionship,1,1,0.7606469828729122
xsotoxevelynx haha yuhhh hit hoe,1,1,0.9459799151949623
rt bigjim alyssa hahaha look tryin bitch lol nice try though haha,1,1,0.8880573422823604
meeeesh ajbernal bitch im always,1,1,0.9988964355123593
old hoe get mad dont show attention want,1,1,0.9293355245493563
bitch met know mean dont bitch million dollar later nigga feel,1,1,0.9957623211477515
kingdakkar hoe control httpstcohzmfmayvalmfaooo,1,1,0.9832422025238011
like said fuck lebron fan base bandwagon dick rider amp loyal as eater dont like bitch nigga amp love one,1,1,0.9949387833765834
funny u get black female mad start acting ghetto bitch,1,1,0.9548484208004211
gon start mess try break man home rack ill kill hoe breezy fam,1,1,0.9400197543781281
bitch running trick pimping barely catching attention,1,1,0.8551979875427395
ppl really cant handle girl thats yes girl say feel come bitch,1,1,0.9642528937544748
thats im saying hoe as nigga,1,1,0.9719727601121496
rt taxstone bitch set moment stop fucking mad,1,1,0.968238636227634
cowboy redskin game hell game,0,0,0.10053679924524488
selectakerry seeing ppl saying running train bird parry thing da knowso looking clarity,0,0,0.07757716690640176
chrisrmz dude bitch nigga took running,1,1,0.9936430556318787
obamacre dont like peaceful thats boring like fighting come ghetto u remember p impossible,0,1,0.6156515753613263
rt bitchniggaalexx girl talking catching feeling bitch need catch td pas im throw smh,1,1,0.9866159487770908
stop texting hoe good morning,1,1,0.9158082192813186
rt indylovee bitch nigga couldnt live cold lifetyle,1,1,0.9958622146936205
hoe rated e,1,1,0.9588151256681045
rt takeyaah hoe thought httptcojhaocxmtd,1,1,0.9926705671773766
rt blazethegreat likely sign crazy bitch aries taurus gemini cancer leo virgo libra scorpio sagittarius capricorn aq,1,1,0.7669333302370825
ginamariez im ole bitch memphistn think u rock also,1,1,0.9777500075546218
rt esckmotrent swear nigga use step one foot bus bitch would like nextttt httptcoxjkudtbub,1,1,0.9869647052752811
rt tgrozay whereyohussleat im going movie weekend bffl bitch nigga solo httptco,1,1,0.9463609993695264
take style back niccas niccas taking style way beforepreach future rn,1,1,0.6401995911417979
rnadjorell bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo,1,1,0.9808298813996611
mayweather pussy he winning cu pick fight pick nobody fighter fightpacquiao floydmayweather,1,1,0.5782597969957471
jus nicca n,1,1,0.6956115607503132
wanna eat fuck u talking bout bitch,1,1,0.9944488945647764
rt tweetlikeagiri girl wear beany look cute amp stylish wear look like member drug cartel,0,0,0.1816533797989021
rt marlinfishyass bitch get chalked b catch feeling,1,1,0.9876072140249033
happy halloween bitch httptcoaixvatjqxu,1,1,0.9868419318493433
rt tumblrfunniest throw away paperball perfectly trash httptcoehps,0,0,0.05100091642466137
really tho bitch httptcosphidlge,1,1,0.9834599099965592
rt hiagokoury lmao nigga told hoe day lovin crew gd,1,1,0.9351839166319302
fuckingcashbro youre little bitch x,1,1,0.9894409638982969
iamshiraq ion fb nigga twitter aint worried amp ig nigga foe everybody try bffl got hoe,1,1,0.9971286876782163
bitch tambout party bitch everybody party,1,1,0.9990142534130724
rt unapologetiicb whats like cold hearted cunt,1,1,0.9594213299499358
rt itsfoodporn cooky n cream oreo fudge ice cream httptconainpwxtjc,0,0,0.03929185235692845
hand brew ill chug,0,0,0.10945266637556351
rt thegoodgodabove victoria real secret five nipple sideways vagina,1,0,0.3650283337202569
po heart still beatin fast da way dat nigger scream dat microphone felt like da welfare office cut da line,1,1,0.8315560398584511
rt thehighestpeak flavaaaaa ya ear hoe live lol,1,1,0.9860918368384674
rt smuglemur love eats brownie love eats brownie,0,0,0.02583434816343502
dem hoe peeping dougie,1,1,0.9317373251842705
rt showmeatittie bitch maury thug,1,1,0.9822607200663311
getemcraig sleep hoe,1,1,0.9876755807662877
work right bitch,1,1,0.9745269761967198
ugly as niggah tf chuu baka anyways niggah look like httptcolvndrdppqt,1,1,0.9857234990684782
ultragoogle whats puto isnt bitch spanish,1,1,0.9603461593946763
rt thotcho see jumbotron thats jig,0,0,0.11190869446908684
rt itskiaraaaa westyourmajesty kiara small chubby finger bitch,1,1,0.9922960446778389
nigga got hanging fat catfish bitch smh,1,1,0.986536022560925
bitch love httptcovdnufgjp,1,1,0.9971089052011264
kno upside cunt httptcoqfexomo,1,1,0.8709581458094746
ur u act sound infront ae ill awfy cunt nd break ur fukin phone tae,1,1,0.8429573582115983
gossipcop julie tell crybaby black get someone blk dress white facedniggers always whining,1,1,0.6215945183285161
girl dated okay aint mad yo unless stabbed heart love hoe,1,1,0.9768107552357715
ravenpeltier jesuslovinj bryce still bitch though,1,1,0.9683608972774208
nigga actin like hoe em bitch,1,1,0.9997198895166285
aint nun cut dat bitch,1,1,0.9865912101250491
rt dahliafoxx sick bitch bitching bitch,1,1,0.998497656771176
rt bubbafishh huntermoore clairemac cunt still talking holy fuck get breast cancer already,1,1,0.9731351712865134
absolutely love shanti regardless go thats bitch,1,1,0.9496255123531262
rt truenovacane back g getting pregnant big deal bitch getting pregnant amp like else new,1,1,0.877747904642682
patarnold hoe,1,1,0.9999996084828259
beautifulkeezy hoe playing w like wont send baby cain niggah yesss messy,1,1,0.9865507214990236
rt kxrxsxb superman man steel emotion bitch truestory,1,1,0.9868063484032634
gtmfw rachet as hoe drop scripture religious stuff social medium httptcozdskulbo,1,1,0.7298722442469807
soldiereaodgrn teabagger scum want threaten people penis extender danger country,1,0,0.3259687970824111
cant date ghetto as girl bruh,1,0,0.3673119522511163
rt flygurlwilliams yo bitch fucking bcuz money chance nigga money fuck,1,1,0.9993156295276291
rt brickyardbeezy im money hungry man bitch cant nuffin,1,1,0.9770911231458407
shit right nigguh mantanuskathunderfuck sativadominant httptcotdjujqqj,1,1,0.9983670213848663
im south side niggah fuck around fuck around,1,1,0.9654070256410976
thats right im making brownie right,0,0,0.1535219056438362
really know know problem go hating as bitch,1,1,0.9868879848691458
rule number never fuck wit ah bitter babymama dey gon spray u str erica u losing cool point hoe,1,1,0.9394467528374717
neeksbethatguy im already bitch hahaha,1,1,0.9918034725920784
rt mckeemousee itsdorry r u african ur frican bitch,1,1,0.9894328515768916
comcast stop twat actually work thanks,1,0,0.38599205754573285
every lady aint hoe every lady sure aint queen,1,1,0.9450517818963973
baylor win im talking much trash,0,0,0.191335896288116
rt rakwonogod started fuckin bitch believe everything horoscope saythey believe dumbass horoscope gunna bel,1,1,0.9501642248936649
revdennismiller true nothing shuts libdog bitch like bark anything puntcuncher thats calledpreaching truth,1,1,0.9879482142476197
keebithalal loganswarning gotta love islamofascist cow try make retort age typical muzzie idiocy,1,0,0.3110220930083867
bitch entertain attention get nigga worst kind hoe,1,1,0.9998092482434324
rt nissajadee bad bitch thing like,1,1,0.9758758542578166
rt traplord ridin round blowin loud fuck hoe crowd rt takehov lil reeses verse lil nigga str hip hop classic,1,1,0.9591592268473308
rt souljaboy kmichelle crank shitty pussy yuuuuuuuuuaaaaaaa,1,1,0.9486808034599186
icbcworld lol nigga walk hoe looking girl dont even wanna buy nothing,1,1,0.9735826120483172
arizzleindacut female think dating pussy cute httptcovxbjggsz stuff make pussy,1,1,0.9820384331982533
rickbakas hard tosh kind hoe,1,1,0.9785428783883978
rt swearingsport pirlos one cunt whod better everything hed beat u table tennis shag wife better amp win,1,1,0.8330295482704667
npratc explains theyre waving trash bag around head,0,0,0.06560135073521184
got nigga got bitch partynextdoor aint never lied,1,1,0.9928616986449752
hoskinsty dammit im one fucked tranny,1,1,0.7012216693357006
ambitiousbree nonlykeisha u see damn phone ringing married bitch make demand havent called,1,1,0.9325825188935885
taz angel hoe need furniture,1,1,0.9021331182834761
ran thru bitch fallin love,1,1,0.9718422239030435
sharonmperalta dylan long tittied nipple bitch,1,1,0.971505907023071
jump someone youre bitch,1,1,0.9807892441685405
love somebody cant cheat hoe certain shit cause limit type shit,1,1,0.9976618523230157
hate hoe get start actin single smh dezhoesaintloyal bbuff sophiefairman,1,1,0.9517782803727043
im busy im tell hoe played side im busy,1,1,0.8525230451137205
